day_number|date|season|day_of_week|time_of_day|userId|movieId|location|companions|user_mood|satisfaction_score
165|2025-06-15|Summer|Sunday|Morning|U0006|M02291|Public Transportation|Family|Happy|0.54
165|2025-06-15|Summer|Sunday|Afternoon|U0015|M04160|Workplace|Group|Neutral|0.64
165|2025-06-15|Summer|Sunday|Morning|U0019|M01174|Workplace|Friends|Neutral|0.42
165|2025-06-15|Summer|Sunday|Afternoon|U0021|M02811|Workplace|Alone|Neutral|0.5
165|2025-06-15|Summer|Sunday|Night|U0071|M01931|Community Center|Alone|Sad|0.5
165|2025-06-15|Summer|Sunday|Evening|U0072|M01653|Community Center|Alone|Neutral|0.33
165|2025-06-15|Summer|Sunday|Evening|U0091|M01431|Public Transportation|Friends|Happy|0.52
165|2025-06-15|Summer|Sunday|Night|U0100|M05183|Cinema|Alone|Neutral|0.42
166|2025-06-16|Summer|Monday|Evening|U0004|M02548|Cinema|Family|Neutral|0.45
166|2025-06-16|Summer|Monday|Afternoon|U0020|M05335|Community Center|Friends|Happy|0.44
166|2025-06-16|Summer|Monday|Evening|U0031|M03687|Workplace|Family|Happy|0.54
166|2025-06-16|Summer|Monday|Morning|U0040|M01554|Public Transportation|Family|Sad|0.3
166|2025-06-16|Summer|Monday|Night|U0043|M03638|Public Transportation|Group|Neutral|0.49
166|2025-06-16|Summer|Monday|Morning|U0057|M03487|Community Center|Friends|Neutral|0.39
166|2025-06-16|Summer|Monday|Morning|U0058|M03898|Workplace|Partner|Neutral|0.53
166|2025-06-16|Summer|Monday|Night|U0100|M00870|Workplace|Alone|Sad|0.58
167|2025-06-17|Summer|Tuesday|Afternoon|U0015|M00010|Workplace|Friends|Happy|0.73
167|2025-06-17|Summer|Tuesday|Night|U0019|M02459|Workplace|Family|Neutral|0.34
167|2025-06-17|Summer|Tuesday|Morning|U0035|M02451|Home|Partner|Neutral|0.52
167|2025-06-17|Summer|Tuesday|Night|U0054|M00793|Cinema|Group|Happy|0.47
167|2025-06-17|Summer|Tuesday|Night|U0071|M04751|Public Transportation|Friends|Sad|0.55
167|2025-06-17|Summer|Tuesday|Evening|U0081|M01320|Community Center|Alone|Happy|0.84
167|2025-06-17|Summer|Tuesday|Night|U0082|M01380|Home|Family|Happy|0.64
167|2025-06-17|Summer|Tuesday|Evening|U0084|M00385|Home|Family|Neutral|0.6
167|2025-06-17|Summer|Tuesday|Morning|U0090|M04199|Community Center|Group|Sad|0.34
167|2025-06-17|Summer|Tuesday|Morning|U0100|M05011|Workplace|Group|Happy|0.55
168|2025-06-18|Summer|Wednesday|Morning|U0033|M02569|Public Transportation|Family|Happy|0.49
168|2025-06-18|Summer|Wednesday|Evening|U0037|M03750|Public Transportation|Group|Happy|0.53
168|2025-06-18|Summer|Wednesday|Afternoon|U0046|M01485|Community Center|Partner|Neutral|0.5
168|2025-06-18|Summer|Wednesday|Afternoon|U0057|M04563|Public Transportation|Alone|Happy|0.55
168|2025-06-18|Summer|Wednesday|Night|U0063|M04568|Community Center|Family|Sad|0.62
168|2025-06-18|Summer|Wednesday|Night|U0064|M02035|Workplace|Friends|Happy|0.62
168|2025-06-18|Summer|Wednesday|Evening|U0066|M01137|Home|Family|Neutral|0.55
168|2025-06-18|Summer|Wednesday|Afternoon|U0069|M03768|Public Transportation|Partner|Sad|0.57
168|2025-06-18|Summer|Wednesday|Morning|U0093|M04886|Cinema|Partner|Happy|0.56
168|2025-06-18|Summer|Wednesday|Night|U0098|M03593|Community Center|Alone|Happy|0.33
169|2025-06-19|Summer|Thursday|Evening|U0016|M00406|Cinema|Friends|Sad|0.58
169|2025-06-19|Summer|Thursday|Night|U0029|M00959|Public Transportation|Partner|Happy|0.46
169|2025-06-19|Summer|Thursday|Morning|U0034|M02418|Community Center|Alone|Happy|0.8
169|2025-06-19|Summer|Thursday|Afternoon|U0047|M00978|Cinema|Family|Sad|0.58
169|2025-06-19|Summer|Thursday|Evening|U0054|M04941|Home|Group|Neutral|0.49
169|2025-06-19|Summer|Thursday|Afternoon|U0064|M03167|Public Transportation|Family|Neutral|0.51
169|2025-06-19|Summer|Thursday|Afternoon|U0065|M01779|Workplace|Friends|Happy|0.52
169|2025-06-19|Summer|Thursday|Afternoon|U0068|M03328|Public Transportation|Group|Sad|0.59
169|2025-06-19|Summer|Thursday|Evening|U0085|M02934|Public Transportation|Friends|Happy|0.55
169|2025-06-19|Summer|Thursday|Afternoon|U0092|M03850|Community Center|Alone|Neutral|0.41
169|2025-06-19|Summer|Thursday|Evening|U0095|M05125|Community Center|Family|Happy|0.89
170|2025-06-20|Summer|Friday|Morning|U0004|M01823|Workplace|Friends|Neutral|0.59
170|2025-06-20|Summer|Friday|Afternoon|U0007|M05338|Cinema|Family|Happy|0.74
170|2025-06-20|Summer|Friday|Morning|U0025|M05239|Workplace|Alone|Sad|0.38
170|2025-06-20|Summer|Friday|Morning|U0029|M04871|Public Transportation|Family|Sad|0.36
170|2025-06-20|Summer|Friday|Morning|U0031|M04891|Cinema|Alone|Happy|0.62
170|2025-06-20|Summer|Friday|Evening|U0037|M04652|Community Center|Friends|Neutral|0.47
170|2025-06-20|Summer|Friday|Afternoon|U0039|M02176|Workplace|Family|Sad|0.58
170|2025-06-20|Summer|Friday|Morning|U0040|M00639|Public Transportation|Group|Sad|0.58
170|2025-06-20|Summer|Friday|Afternoon|U0047|M00060|Public Transportation|Family|Happy|0.52
170|2025-06-20|Summer|Friday|Evening|U0054|M04208|Community Center|Family|Sad|0.46
170|2025-06-20|Summer|Friday|Afternoon|U0058|M03820|Workplace|Partner|Neutral|0.45
170|2025-06-20|Summer|Friday|Evening|U0063|M04153|Community Center|Partner|Happy|0.43
170|2025-06-20|Summer|Friday|Night|U0070|M01192|Workplace|Friends|Sad|0.49
170|2025-06-20|Summer|Friday|Night|U0071|M00271|Community Center|Friends|Neutral|0.61
170|2025-06-20|Summer|Friday|Evening|U0091|M00310|Workplace|Friends|Sad|0.34
170|2025-06-20|Summer|Friday|Morning|U0093|M00856|Home|Group|Sad|0.54
170|2025-06-20|Summer|Friday|Afternoon|U0098|M00048|Public Transportation|Friends|Happy|0.62
170|2025-06-20|Summer|Friday|Afternoon|U0100|M01487|Workplace|Alone|Neutral|0.64
171|2025-06-21|Summer|Saturday|Afternoon|U0021|M00884|Workplace|Alone|Happy|0.65
171|2025-06-21|Summer|Saturday|Evening|U0044|M01671|Cinema|Family|Neutral|0.58
171|2025-06-21|Summer|Saturday|Morning|U0046|M03380|Community Center|Group|Happy|0.29
171|2025-06-21|Summer|Saturday|Afternoon|U0047|M03891|Public Transportation|Group|Sad|0.58
171|2025-06-21|Summer|Saturday|Evening|U0054|M04967|Cinema|Partner|Sad|0.35
171|2025-06-21|Summer|Saturday|Evening|U0060|M01099|Cinema|Group|Neutral|0.5
171|2025-06-21|Summer|Saturday|Morning|U0070|M04028|Workplace|Group|Happy|0.61
172|2025-06-22|Summer|Sunday|Morning|U0007|M02983|Public Transportation|Alone|Neutral|0.76
172|2025-06-22|Summer|Sunday|Morning|U0029|M03238|Cinema|Friends|Neutral|0.75
172|2025-06-22|Summer|Sunday|Morning|U0031|M01479|Workplace|Alone|Neutral|0.47
172|2025-06-22|Summer|Sunday|Night|U0038|M02994|Public Transportation|Partner|Happy|0.55
172|2025-06-22|Summer|Sunday|Afternoon|U0048|M03359|Cinema|Alone|Neutral|0.62
172|2025-06-22|Summer|Sunday|Evening|U0054|M02064|Community Center|Alone|Happy|0.6
172|2025-06-22|Summer|Sunday|Morning|U0058|M01923|Workplace|Family|Neutral|0.59
172|2025-06-22|Summer|Sunday|Evening|U0082|M00517|Workplace|Friends|Happy|0.6
172|2025-06-22|Summer|Sunday|Afternoon|U0093|M00566|Cinema|Partner|Happy|0.64
172|2025-06-22|Summer|Sunday|Night|U0098|M01348|Workplace|Friends|Happy|0.62
172|2025-06-22|Summer|Sunday|Afternoon|U0100|M04189|Workplace|Alone|Happy|0.49
173|2025-06-23|Summer|Monday|Evening|U0004|M04343|Home|Friends|Sad|0.38
173|2025-06-23|Summer|Monday|Afternoon|U0019|M01020|Community Center|Friends|Sad|0.36
173|2025-06-23|Summer|Monday|Morning|U0040|M04952|Public Transportation|Family|Sad|0.26
173|2025-06-23|Summer|Monday|Morning|U0054|M00520|Workplace|Partner|Happy|0.62
173|2025-06-23|Summer|Monday|Afternoon|U0072|M01164|Home|Partner|Neutral|0.52
173|2025-06-23|Summer|Monday|Night|U0080|M05687|Workplace|Friends|Sad|0.39
173|2025-06-23|Summer|Monday|Night|U0098|M03486|Workplace|Friends|Happy|0.52
174|2025-06-24|Summer|Tuesday|Evening|U0012|M04316|Community Center|Partner|Sad|0.33
174|2025-06-24|Summer|Tuesday|Afternoon|U0015|M04317|Workplace|Partner|Neutral|0.59
174|2025-06-24|Summer|Tuesday|Night|U0016|M00545|Cinema|Group|Neutral|0.52
174|2025-06-24|Summer|Tuesday|Afternoon|U0088|M05345|Workplace|Group|Neutral|0.65
174|2025-06-24|Summer|Tuesday|Morning|U0090|M02011|Home|Partner|Neutral|0.41
175|2025-06-25|Summer|Wednesday|Evening|U0014|M00451|Community Center|Friends|Neutral|0.47
175|2025-06-25|Summer|Wednesday|Afternoon|U0026|M01399|Workplace|Group|Sad|0.54
175|2025-06-25|Summer|Wednesday|Morning|U0031|M00512|Home|Alone|Sad|0.47
175|2025-06-25|Summer|Wednesday|Afternoon|U0047|M01105|Cinema|Family|Sad|0.57
175|2025-06-25|Summer|Wednesday|Evening|U0052|M02928|Home|Group|Neutral|0.57
175|2025-06-25|Summer|Wednesday|Afternoon|U0093|M04978|Community Center|Partner|Neutral|0.63
175|2025-06-25|Summer|Wednesday|Night|U0098|M05182|Home|Partner|Sad|0.5
175|2025-06-25|Summer|Wednesday|Night|U0099|M02653|Workplace|Partner|Sad|0.65
176|2025-06-26|Summer|Thursday|Afternoon|U0011|M00842|Community Center|Partner|Sad|0.29
176|2025-06-26|Summer|Thursday|Morning|U0015|M04889|Workplace|Partner|Neutral|0.59
176|2025-06-26|Summer|Thursday|Night|U0028|M01344|Home|Friends|Neutral|0.36
176|2025-06-26|Summer|Thursday|Evening|U0037|M05609|Home|Friends|Happy|0.44
176|2025-06-26|Summer|Thursday|Afternoon|U0047|M05066|Community Center|Partner|Sad|0.48
176|2025-06-26|Summer|Thursday|Morning|U0048|M02250|Public Transportation|Alone|Happy|0.53
176|2025-06-26|Summer|Thursday|Evening|U0054|M00830|Public Transportation|Group|Sad|0.6
176|2025-06-26|Summer|Thursday|Evening|U0061|M03623|Community Center|Alone|Neutral|0.51
176|2025-06-26|Summer|Thursday|Morning|U0074|M05516|Community Center|Partner|Sad|0.5
176|2025-06-26|Summer|Thursday|Evening|U0082|M05030|Public Transportation|Partner|Happy|0.62
176|2025-06-26|Summer|Thursday|Morning|U0092|M00267|Cinema|Alone|Sad|0.39
177|2025-06-27|Summer|Friday|Afternoon|U0007|M03435|Home|Partner|Happy|0.66
177|2025-06-27|Summer|Friday|Afternoon|U0012|M05589|Community Center|Family|Happy|0.43
177|2025-06-27|Summer|Friday|Morning|U0020|M01331|Home|Family|Happy|0.51
177|2025-06-27|Summer|Friday|Night|U0031|M00505|Public Transportation|Alone|Neutral|0.59
177|2025-06-27|Summer|Friday|Evening|U0054|M04825|Home|Group|Sad|0.48
177|2025-06-27|Summer|Friday|Night|U0069|M05044|Public Transportation|Partner|Neutral|0.77
177|2025-06-27|Summer|Friday|Evening|U0072|M04046|Public Transportation|Alone|Happy|0.45
177|2025-06-27|Summer|Friday|Morning|U0085|M05324|Public Transportation|Friends|Happy|0.65
177|2025-06-27|Summer|Friday|Evening|U0093|M04507|Cinema|Group|Neutral|0.48
178|2025-06-28|Summer|Saturday|Night|U0003|M04919|Community Center|Alone|Happy|0.44
178|2025-06-28|Summer|Saturday|Night|U0004|M03955|Public Transportation|Friends|Neutral|0.53
178|2025-06-28|Summer|Saturday|Night|U0021|M04310|Workplace|Family|Neutral|0.48
178|2025-06-28|Summer|Saturday|Afternoon|U0029|M01288|Public Transportation|Group|Neutral|0.51
178|2025-06-28|Summer|Saturday|Morning|U0036|M03124|Public Transportation|Partner|Sad|0.35
178|2025-06-28|Summer|Saturday|Afternoon|U0037|M05356|Community Center|Group|Neutral|0.48
178|2025-06-28|Summer|Saturday|Night|U0047|M05380|Community Center|Partner|Sad|0.57
178|2025-06-28|Summer|Saturday|Afternoon|U0057|M03889|Public Transportation|Alone|Neutral|0.45
178|2025-06-28|Summer|Saturday|Evening|U0064|M05098|Cinema|Friends|Neutral|0.42
178|2025-06-28|Summer|Saturday|Afternoon|U0075|M00102|Community Center|Alone|Happy|0.55
178|2025-06-28|Summer|Saturday|Night|U0098|M01707|Home|Partner|Happy|0.65
178|2025-06-28|Summer|Saturday|Morning|U0100|M04643|Cinema|Group|Neutral|0.5
179|2025-06-29|Summer|Sunday|Evening|U0001|M02260|Cinema|Friends|Sad|0.45
179|2025-06-29|Summer|Sunday|Morning|U0005|M03924|Workplace|Friends|Happy|0.5
179|2025-06-29|Summer|Sunday|Afternoon|U0015|M04080|Workplace|Alone|Sad|0.55
179|2025-06-29|Summer|Sunday|Afternoon|U0021|M00251|Cinema|Group|Happy|0.6
179|2025-06-29|Summer|Sunday|Morning|U0031|M04401|Community Center|Alone|Neutral|0.49
179|2025-06-29|Summer|Sunday|Afternoon|U0057|M00414|Community Center|Friends|Sad|0.35
179|2025-06-29|Summer|Sunday|Morning|U0072|M04124|Public Transportation|Alone|Sad|0.59
179|2025-06-29|Summer|Sunday|Evening|U0078|M00109|Workplace|Friends|Happy|0.43
179|2025-06-29|Summer|Sunday|Morning|U0093|M01470|Cinema|Partner|Happy|0.47
180|2025-06-30|Summer|Monday|Morning|U0004|M01885|Home|Partner|Sad|0.38
180|2025-06-30|Summer|Monday|Morning|U0029|M01558|Public Transportation|Family|Happy|0.46
180|2025-06-30|Summer|Monday|Morning|U0034|M03336|Public Transportation|Family|Happy|0.8
180|2025-06-30|Summer|Monday|Evening|U0037|M03281|Workplace|Partner|Neutral|0.59
180|2025-06-30|Summer|Monday|Afternoon|U0040|M00047|Public Transportation|Family|Happy|0.56
180|2025-06-30|Summer|Monday|Afternoon|U0059|M02596|Workplace|Partner|Happy|0.5
180|2025-06-30|Summer|Monday|Morning|U0074|M05719|Home|Family|Neutral|0.62
180|2025-06-30|Summer|Monday|Night|U0078|M04196|Community Center|Group|Happy|0.54
180|2025-06-30|Summer|Monday|Evening|U0087|M02778|Cinema|Partner|Sad|0.47
180|2025-06-30|Summer|Monday|Night|U0098|M03001|Home|Friends|Sad|0.57
181|2025-07-01|Summer|Tuesday|Night|U0014|M02054|Public Transportation|Friends|Happy|0.64
181|2025-07-01|Summer|Tuesday|Night|U0015|M03975|Workplace|Friends|Sad|0.67
181|2025-07-01|Summer|Tuesday|Morning|U0040|M03790|Workplace|Friends|Happy|0.59
181|2025-07-01|Summer|Tuesday|Morning|U0058|M05054|Community Center|Friends|Sad|0.35
181|2025-07-01|Summer|Tuesday|Night|U0059|M01022|Community Center|Friends|Happy|0.62
181|2025-07-01|Summer|Tuesday|Evening|U0064|M02592|Public Transportation|Partner|Sad|0.57
181|2025-07-01|Summer|Tuesday|Night|U0069|M02028|Cinema|Alone|Sad|0.43
181|2025-07-01|Summer|Tuesday|Afternoon|U0072|M00386|Workplace|Alone|Sad|0.39
181|2025-07-01|Summer|Tuesday|Morning|U0076|M01328|Home|Group|Sad|0.66
182|2025-07-02|Summer|Wednesday|Morning|U0004|M00115|Workplace|Alone|Happy|0.55
182|2025-07-02|Summer|Wednesday|Night|U0015|M05305|Public Transportation|Friends|Sad|0.65
182|2025-07-02|Summer|Wednesday|Night|U0031|M02931|Community Center|Alone|Neutral|0.51
182|2025-07-02|Summer|Wednesday|Evening|U0037|M03319|Community Center|Partner|Sad|0.47
182|2025-07-02|Summer|Wednesday|Evening|U0040|M01033|Public Transportation|Group|Sad|0.59
182|2025-07-02|Summer|Wednesday|Evening|U0050|M01410|Cinema|Partner|Neutral|0.49
182|2025-07-02|Summer|Wednesday|Evening|U0054|M03439|Community Center|Friends|Happy|0.54
182|2025-07-02|Summer|Wednesday|Morning|U0058|M05249|Community Center|Alone|Happy|0.64
182|2025-07-02|Summer|Wednesday|Evening|U0063|M01708|Public Transportation|Family|Neutral|0.52
182|2025-07-02|Summer|Wednesday|Evening|U0066|M02977|Home|Partner|Neutral|0.4
182|2025-07-02|Summer|Wednesday|Night|U0071|M03528|Community Center|Group|Happy|0.45
182|2025-07-02|Summer|Wednesday|Morning|U0087|M03303|Cinema|Group|Neutral|0.5
182|2025-07-02|Summer|Wednesday|Afternoon|U0099|M03448|Community Center|Friends|Happy|0.72
183|2025-07-03|Summer|Thursday|Night|U0031|M01894|Workplace|Family|Sad|0.6
183|2025-07-03|Summer|Thursday|Evening|U0047|M00246|Community Center|Partner|Sad|0.48
183|2025-07-03|Summer|Thursday|Afternoon|U0048|M04888|Cinema|Alone|Neutral|0.19
183|2025-07-03|Summer|Thursday|Night|U0054|M01560|Public Transportation|Family|Happy|0.54
183|2025-07-03|Summer|Thursday|Night|U0070|M04272|Cinema|Group|Sad|0.49
183|2025-07-03|Summer|Thursday|Night|U0077|M02040|Community Center|Partner|Sad|0.52
183|2025-07-03|Summer|Thursday|Evening|U0091|M03007|Public Transportation|Friends|Sad|0.34
183|2025-07-03|Summer|Thursday|Afternoon|U0092|M02341|Community Center|Partner|Neutral|0.41
183|2025-07-03|Summer|Thursday|Evening|U0094|M02230|Community Center|Friends|Neutral|0.61
183|2025-07-03|Summer|Thursday|Morning|U0096|M04259|Home|Friends|Happy|0.62
184|2025-07-04|Summer|Friday|Evening|U0015|M01125|Community Center|Partner|Sad|0.72
184|2025-07-04|Summer|Friday|Evening|U0030|M03358|Public Transportation|Alone|Sad|0.46
184|2025-07-04|Summer|Friday|Evening|U0037|M02620|Workplace|Group|Happy|0.66
184|2025-07-04|Summer|Friday|Night|U0050|M03511|Cinema|Group|Neutral|0.2
184|2025-07-04|Summer|Friday|Evening|U0054|M05523|Home|Group|Sad|0.37
184|2025-07-04|Summer|Friday|Evening|U0072|M03045|Public Transportation|Partner|Sad|0.47
184|2025-07-04|Summer|Friday|Morning|U0087|M01488|Cinema|Partner|Happy|0.52
184|2025-07-04|Summer|Friday|Evening|U0094|M02604|Public Transportation|Friends|Sad|0.55
185|2025-07-05|Summer|Saturday|Night|U0008|M02847|Cinema|Group|Happy|0.73
185|2025-07-05|Summer|Saturday|Evening|U0014|M03787|Workplace|Group|Happy|0.5
185|2025-07-05|Summer|Saturday|Afternoon|U0020|M00670|Public Transportation|Family|Neutral|0.48
185|2025-07-05|Summer|Saturday|Morning|U0021|M00801|Workplace|Alone|Sad|0.59
185|2025-07-05|Summer|Saturday|Morning|U0026|M05113|Public Transportation|Family|Neutral|0.62
185|2025-07-05|Summer|Saturday|Night|U0038|M04790|Public Transportation|Family|Neutral|0.48
185|2025-07-05|Summer|Saturday|Evening|U0047|M02638|Cinema|Friends|Neutral|0.5
185|2025-07-05|Summer|Saturday|Evening|U0063|M00495|Community Center|Alone|Sad|0.55
185|2025-07-05|Summer|Saturday|Afternoon|U0065|M05371|Workplace|Alone|Neutral|0.52
185|2025-07-05|Summer|Saturday|Afternoon|U0075|M03580|Cinema|Partner|Happy|0.33
185|2025-07-05|Summer|Saturday|Night|U0094|M03770|Public Transportation|Group|Happy|0.62
185|2025-07-05|Summer|Saturday|Morning|U0096|M02235|Public Transportation|Partner|Neutral|0.61
185|2025-07-05|Summer|Saturday|Morning|U0100|M00184|Home|Group|Neutral|0.62
186|2025-07-06|Summer|Sunday|Night|U0001|M00850|Workplace|Friends|Neutral|0.48
186|2025-07-06|Summer|Sunday|Morning|U0003|M00228|Public Transportation|Group|Sad|0.48
186|2025-07-06|Summer|Sunday|Morning|U0016|M02575|Cinema|Friends|Neutral|0.62
186|2025-07-06|Summer|Sunday|Evening|U0025|M00211|Workplace|Alone|Neutral|0.6
186|2025-07-06|Summer|Sunday|Evening|U0026|M00973|Public Transportation|Friends|Neutral|0.5
186|2025-07-06|Summer|Sunday|Afternoon|U0029|M01044|Public Transportation|Group|Neutral|0.35
186|2025-07-06|Summer|Sunday|Night|U0031|M02330|Community Center|Alone|Sad|0.49
186|2025-07-06|Summer|Sunday|Morning|U0064|M01939|Community Center|Partner|Sad|0.48
186|2025-07-06|Summer|Sunday|Evening|U0068|M03605|Community Center|Group|Neutral|0.5
186|2025-07-06|Summer|Sunday|Morning|U0087|M02097|Cinema|Partner|Sad|0.59
186|2025-07-06|Summer|Sunday|Night|U0088|M00255|Public Transportation|Friends|Happy|0.61
186|2025-07-06|Summer|Sunday|Night|U0093|M05519|Workplace|Partner|Happy|0.62
186|2025-07-06|Summer|Sunday|Night|U0098|M05689|Workplace|Partner|Sad|0.6
186|2025-07-06|Summer|Sunday|Evening|U0100|M02022|Public Transportation|Group|Neutral|0.52
187|2025-07-07|Summer|Monday|Afternoon|U0003|M01023|Cinema|Friends|Sad|0.36
187|2025-07-07|Summer|Monday|Afternoon|U0004|M01157|Workplace|Friends|Happy|0.55
187|2025-07-07|Summer|Monday|Morning|U0006|M02736|Public Transportation|Family|Neutral|0.57
187|2025-07-07|Summer|Monday|Night|U0008|M00270|Public Transportation|Alone|Neutral|0.5
187|2025-07-07|Summer|Monday|Evening|U0016|M01365|Community Center|Alone|Happy|0.61
187|2025-07-07|Summer|Monday|Morning|U0026|M03408|Home|Group|Sad|0.56
187|2025-07-07|Summer|Monday|Evening|U0046|M00615|Community Center|Family|Happy|0.28
187|2025-07-07|Summer|Monday|Afternoon|U0065|M05482|Cinema|Friends|Happy|0.54
187|2025-07-07|Summer|Monday|Evening|U0089|M01659|Home|Group|Happy|0.56
187|2025-07-07|Summer|Monday|Morning|U0095|M00855|Public Transportation|Group|Happy|0.42
188|2025-07-08|Summer|Tuesday|Afternoon|U0003|M00646|Community Center|Family|Sad|0.46
188|2025-07-08|Summer|Tuesday|Evening|U0013|M04018|Cinema|Group|Sad|0.48
188|2025-07-08|Summer|Tuesday|Night|U0015|M02113|Workplace|Partner|Neutral|0.59
188|2025-07-08|Summer|Tuesday|Morning|U0036|M01401|Public Transportation|Partner|Happy|0.48
188|2025-07-08|Summer|Tuesday|Night|U0046|M04791|Cinema|Family|Happy|0.3
188|2025-07-08|Summer|Tuesday|Evening|U0054|M05667|Home|Family|Sad|0.62
188|2025-07-08|Summer|Tuesday|Night|U0057|M02607|Cinema|Friends|Happy|0.51
188|2025-07-08|Summer|Tuesday|Evening|U0062|M05121|Workplace|Partner|Neutral|0.52
188|2025-07-08|Summer|Tuesday|Evening|U0063|M02398|Home|Family|Neutral|0.64
188|2025-07-08|Summer|Tuesday|Afternoon|U0085|M04241|Public Transportation|Friends|Neutral|0.6
188|2025-07-08|Summer|Tuesday|Morning|U0090|M03928|Community Center|Alone|Neutral|0.39
189|2025-07-09|Summer|Wednesday|Morning|U0004|M03756|Public Transportation|Family|Happy|0.63
189|2025-07-09|Summer|Wednesday|Evening|U0005|M03529|Public Transportation|Family|Happy|0.42
189|2025-07-09|Summer|Wednesday|Evening|U0012|M05075|Community Center|Group|Neutral|0.19
189|2025-07-09|Summer|Wednesday|Afternoon|U0013|M03543|Workplace|Family|Happy|0.44
189|2025-07-09|Summer|Wednesday|Evening|U0014|M00664|Home|Partner|Sad|0.45
189|2025-07-09|Summer|Wednesday|Afternoon|U0015|M05229|Public Transportation|Friends|Sad|0.58
189|2025-07-09|Summer|Wednesday|Morning|U0021|M05514|Home|Partner|Neutral|0.58
189|2025-07-09|Summer|Wednesday|Morning|U0051|M04151|Community Center|Group|Sad|0.5
189|2025-07-09|Summer|Wednesday|Evening|U0063|M01558|Home|Group|Neutral|0.56
189|2025-07-09|Summer|Wednesday|Afternoon|U0090|M02729|Community Center|Alone|Happy|0.44
190|2025-07-10|Summer|Thursday|Morning|U0007|M02717|Cinema|Partner|Neutral|0.43
190|2025-07-10|Summer|Thursday|Night|U0026|M01205|Public Transportation|Group|Happy|0.52
190|2025-07-10|Summer|Thursday|Evening|U0037|M01761|Community Center|Family|Sad|0.57
190|2025-07-10|Summer|Thursday|Night|U0065|M00973|Workplace|Family|Happy|0.49
190|2025-07-10|Summer|Thursday|Morning|U0075|M01483|Cinema|Friends|Neutral|0.5
190|2025-07-10|Summer|Thursday|Morning|U0092|M04978|Community Center|Partner|Happy|0.56
190|2025-07-10|Summer|Thursday|Evening|U0093|M05121|Cinema|Partner|Sad|0.59
190|2025-07-10|Summer|Thursday|Evening|U0094|M00484|Public Transportation|Partner|Sad|0.46
190|2025-07-10|Summer|Thursday|Morning|U0097|M00279|Community Center|Friends|Sad|0.41
190|2025-07-10|Summer|Thursday|Morning|U0100|M00650|Workplace|Group|Sad|0.69
191|2025-07-11|Summer|Friday|Night|U0005|M02363|Home|Alone|Neutral|0.63
191|2025-07-11|Summer|Friday|Night|U0006|M00903|Workplace|Friends|Neutral|0.41
191|2025-07-11|Summer|Friday|Morning|U0025|M02679|Workplace|Alone|Happy|0.74
191|2025-07-11|Summer|Friday|Evening|U0027|M00158|Workplace|Family|Sad|0.56
191|2025-07-11|Summer|Friday|Night|U0031|M03076|Workplace|Partner|Happy|0.71
191|2025-07-11|Summer|Friday|Afternoon|U0046|M01824|Public Transportation|Family|Sad|0.5
191|2025-07-11|Summer|Friday|Afternoon|U0065|M02589|Community Center|Group|Neutral|0.59
191|2025-07-11|Summer|Friday|Night|U0071|M02484|Home|Friends|Neutral|0.61
191|2025-07-11|Summer|Friday|Evening|U0074|M03485|Home|Partner|Neutral|0.59
191|2025-07-11|Summer|Friday|Night|U0076|M01301|Community Center|Alone|Sad|0.37
191|2025-07-11|Summer|Friday|Afternoon|U0088|M04507|Public Transportation|Friends|Happy|0.51
191|2025-07-11|Summer|Friday|Morning|U0095|M05029|Workplace|Family|Happy|0.53
192|2025-07-12|Summer|Saturday|Evening|U0012|M01711|Workplace|Alone|Happy|0.44
192|2025-07-12|Summer|Saturday|Evening|U0015|M01057|Workplace|Friends|Neutral|0.75
192|2025-07-12|Summer|Saturday|Afternoon|U0021|M04755|Community Center|Partner|Happy|0.64
192|2025-07-12|Summer|Saturday|Night|U0022|M00099|Community Center|Group|Neutral|0.53
192|2025-07-12|Summer|Saturday|Morning|U0034|M02014|Home|Partner|Happy|0.63
192|2025-07-12|Summer|Saturday|Evening|U0048|M00911|Community Center|Family|Sad|0.45
192|2025-07-12|Summer|Saturday|Evening|U0052|M01727|Community Center|Friends|Happy|0.66
192|2025-07-12|Summer|Saturday|Morning|U0070|M01283|Workplace|Alone|Happy|0.64
192|2025-07-12|Summer|Saturday|Afternoon|U0075|M01603|Workplace|Alone|Neutral|0.43
192|2025-07-12|Summer|Saturday|Morning|U0093|M00523|Home|Family|Sad|0.56
193|2025-07-13|Summer|Sunday|Afternoon|U0021|M03181|Workplace|Alone|Happy|0.62
193|2025-07-13|Summer|Sunday|Afternoon|U0026|M03178|Public Transportation|Friends|Neutral|0.42
193|2025-07-13|Summer|Sunday|Morning|U0062|M00979|Workplace|Friends|Sad|0.48
193|2025-07-13|Summer|Sunday|Night|U0071|M01445|Cinema|Family|Happy|0.61
193|2025-07-13|Summer|Sunday|Morning|U0085|M04134|Workplace|Alone|Happy|0.58
193|2025-07-13|Summer|Sunday|Morning|U0092|M02261|Community Center|Family|Neutral|0.48
193|2025-07-13|Summer|Sunday|Evening|U0098|M01493|Workplace|Friends|Sad|0.44
194|2025-07-14|Summer|Monday|Night|U0001|M03297|Cinema|Partner|Happy|0.54
194|2025-07-14|Summer|Monday|Morning|U0004|M01126|Community Center|Friends|Neutral|0.5
194|2025-07-14|Summer|Monday|Morning|U0009|M03131|Workplace|Family|Neutral|0.37
